ID#,APN,Street Address,Auction Type,City,Postal Code,Tax Rate Area,Land Value,Improvements,Total Assessed Value,Assessed Value Year,Property Description,Timeshare Association,Your Max Bid,Opening Bid,Best Bid,Status,Close(PDT),Canceled
2416,5335741423,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 20523 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,400.00 ",   - , - ,03/18/2026 11:45:00,
2417,5335741437,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 20537 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,400.00 ",   - , - ,03/18/2026 11:45:00,
2418,5335741439,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 20539 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,400.00 ",   - , - ,03/18/2026 11:45:00,
2419,5335741522,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 30422 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - , $ 100.00 ,   - , - ,03/18/2026 11:45:00,
2420,5335741537,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 306.00 , $ 204.00 , $ 510.00 ,2025,TIMESHARE 30437 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,400.00 ",   - , - ,03/18/2026 11:45:00,
2421,5335741551,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 30451 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,500.00 ",   - , - ,03/18/2026 11:45:00,
2422,5335741611,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 40411 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - , $ 100.00 ,   - , - ,03/18/2026 11:45:00,
2423,5335741621,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 40421 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - , $ 100.00 ,   - , - ,03/18/2026 11:45:00,
2424,5335741708,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 50408 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,300.00 ",   - , - ,03/18/2026 11:45:00,
2425,5335741709,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 50409 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,400.00 ",   - , - ,03/18/2026 11:45:00,
2426,5335741718,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 50418 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,400.00 ",   - , - ,03/18/2026 11:45:00,
2427,5335741804,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 60404 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - , $ 100.00 ,   - , - ,03/18/2026 11:45:00,
2428,5335741827,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 60427 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,400.00 ",   - , - ,03/18/2026 11:45:00,
2429,5335741849,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 60449 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,400.00 ",   - , - ,03/18/2026 11:45:00,
2430,5335742119,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 600.00 , $ 400.00 ," $ 1,000.00 ",2025,TIMESHARE 71019 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - , $ 100.00 ,   - , - ,03/18/2026 11:45:00,
2431,5335742143,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 71043 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,300.00 ",   - , - ,03/18/2026 11:45:00,
2432,5335742227,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 80427 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,300.00 ",   - , - ,03/18/2026 11:45:00,
2433,5335742228,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 80428 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,300.00 ",   - , - ,03/18/2026 11:45:00,
2434,5335742231,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 80431 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - , $ 100.00 ,   - , - ,03/18/2026 11:45:00,
2435,5335742246,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 80446 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,400.00 ",   - , - ,03/18/2026 12:00:00,
2436,5335742329,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 81029 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,500.00 ",   - , - ,03/18/2026 12:00:00,
2437,5335742339,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 81039 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,400.00 ",   - , - ,03/18/2026 12:00:00,
2438,5335742420,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 90420 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,300.00 ",   - , - ,03/18/2026 12:00:00,
2439,5335742449,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 90449 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,500.00 ",   - , - ,03/18/2026 12:00:00,
2440,5335742531,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 600.00 , $ 400.00 ," $ 1,000.00 ",2025,TIMESHARE 91031 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - , $ 100.00 ,   - , - ,03/18/2026 12:00:00,
2441,5335742536,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 600.00 , $ 400.00 ," $ 1,000.00 ",2025,TIMESHARE 91036 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,500.00 ",   - , - ,03/18/2026 12:00:00,
2442,5335742547,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 600.00 , $ 400.00 ," $ 1,000.00 ",2025,TIMESHARE 91047 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,500.00 ",   - , - ,03/18/2026 12:00:00,
2443,5335742623,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE100423 EXCV USE STUDIO TYPE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,300.00 ",   - , - ,03/18/2026 12:00:00,
2444,5335742831,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 30131 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - , $ 100.00 ,   - , - ,03/18/2026 12:00:00,
2445,5335742904,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 30304 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - , $ 100.00 ,   - , - ,03/18/2026 12:00:00,
2446,5335742918,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 30318 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,500.00 ",   - , - ,03/18/2026 12:00:00,
2447,5335742926,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 30326 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,400.00 ",   - , - ,03/18/2026 12:00:00,
2448,5335742935,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 30335 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - , $ 100.00 ,   - , - ,03/18/2026 12:00:00,
2449,5335743001,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 30701 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - , $ 100.00 ,   - , - ,03/18/2026 12:00:00,
2450,5335743016,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 30716 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - , $ 100.00 ,   - , - ,03/18/2026 12:00:00,
2451,5335743038,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 30738 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - , $ 100.00 ,   - , - ,03/18/2026 12:00:00,
2452,5335743045,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 318.00 , $ 212.00 , $ 530.00 ,2025,TIMESHARE 30745 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,400.00 ",   - , - ,03/18/2026 12:00:00,
2453,5335743123,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 40123 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,500.00 ",   - , - ,03/18/2026 12:00:00,
2454,5335743133,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 40133 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - , $ 100.00 ,   - , - ,03/18/2026 12:00:00,
2455,5335743146,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 40146 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,300.00 ",   - , - ,03/18/2026 12:00:00,
2456,5335743209,500 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 40309 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,400.00 ",   - , - ,03/18/2026 12:00:00,
2457,5335743219,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 333.00 , $ 222.00 , $ 555.00 ,2025,TIMESHARE 40319 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,400.00 ",   - , - ,03/18/2026 12:00:00,
2458,5335743237,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 130.00 , $ 80.00 , $ 210.00 ,2025,TIMESHARE 40337 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,300.00 ",   - , - ,03/18/2026 12:00:00,
2459,5335743250,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 40350 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,400.00 ",   - , - ,03/18/2026 12:00:00,
2460,5335743304,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 40704 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,400.00 ",   - , - ,03/18/2026 12:15:00,
2461,5335743310,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 40710 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,400.00 ",   - , - ,03/18/2026 12:15:00,
2462,5335743421,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 50121 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - , $ 100.00 ,   - , - ,03/18/2026 12:15:00,
2463,5335743504,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 50304 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - , $ 100.00 ,   - , - ,03/18/2026 12:15:00,
2464,5335743507,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 50307 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,400.00 ",   - , - ,03/18/2026 12:15:00,
2465,5335743615,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 50715 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,500.00 ",   - , - ,03/18/2026 12:15:00,
2466,5335743628,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 50728 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,400.00 ",   - , - ,03/18/2026 12:15:00,
2467,5335743806,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 60506 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - , $ 100.00 ,   - , - ,03/18/2026 12:15:00,
2468,5335743811,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 60511 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,300.00 ",   - , - ,03/18/2026 12:15:00,
2469,5335743844,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 60544 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,400.00 ",   - , - ,03/18/2026 12:15:00,REDEEMED
2470,5335743845,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 982.00 , $ 654.00 ," $ 1,636.00 ",2025,TIMESHARE 60545 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,500.00 ",   - , - ,03/18/2026 12:15:00,
2471,5335743901,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 600.00 , $ 400.00 ," $ 1,000.00 ",2025,TIMESHARE 60701 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,500.00 ",   - , - ,03/18/2026 12:15:00,
2472,5335744038,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 70338 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,300.00 ",   - , - ,03/18/2026 12:15:00,
2473,5335744043,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 600.00 , $ 400.00 ," $ 1,000.00 ",2025,TIMESHARE 70343 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,500.00 ",   - , - ,03/18/2026 12:15:00,
2474,5335744051,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 70351 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,400.00 ",   - , - ,03/18/2026 12:15:00,
2475,5335744128,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 70528 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,500.00 ",   - , - ,03/18/2026 12:15:00,
2476,5335744228,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 600.00 , $ 400.00 ," $ 1,000.00 ",2025,TIMESHARE 70728 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,500.00 ",   - , - ,03/18/2026 12:15:00,
2477,5335744233,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 600.00 , $ 400.00 ," $ 1,000.00 ",2025,TIMESHARE 70733 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,600.00 ",   - , - ,03/18/2026 12:15:00,
2478,5335744319,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 80319 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44\,Gaslamp Plaza Suites,   - ," $ 1,500.00 ",   - , - ,03/18/2026 12:15:00,
2479,5335744326,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 80326 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,500.00 ",   - , - ,03/18/2026 12:15:00,
2480,5335744405,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 333.00 , $ 222.00 , $ 555.00 ,2025,TIMESHARE 80505 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,300.00 ",   - , - ,03/18/2026 12:15:00,
2481,5335744434,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 600.00 , $ 400.00 ," $ 1,000.00 ",2025,TIMESHARE 80534 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - , $ 100.00 ,   - , - ,03/18/2026 12:15:00,
2482,5335744503,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 80703 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,400.00 ",   - , - ,03/18/2026 12:15:00,
2483,5335744630,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 90330 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - , $ 100.00 ,   - , - ,03/18/2026 12:15:00,
2484,5335744802,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 90702 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,300.00 ",   - , - ,03/18/2026 12:15:00,
2485,5335744829,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE 90729 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,300.00 ",   - , - ,03/18/2026 12:30:00,
2486,5335744943,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE100343 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,500.00 ",   - , - ,03/18/2026 12:30:00,
2487,5335745026,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE100526 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - , $ 100.00 ,   - , - ,03/18/2026 12:30:00,
2488,5335745042,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE100542 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - , $ 100.00 ,   - , - ,03/18/2026 12:30:00,
2489,5335745110,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 600.00 , $ 400.00 ," $ 1,000.00 ",2025,TIMESHARE100710 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,600.00 ",   - , - ,03/18/2026 12:30:00,
2490,5335745116,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE100716 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - , $ 100.00 ,   - , - ,03/18/2026 12:30:00,
2491,5335745118,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE100718 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - , $ 100.00 ,   - , - ,03/18/2026 12:30:00,
2492,5335745120,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 300.00 , $ 200.00 , $ 500.00 ,2025,TIMESHARE100720 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - , $ 100.00 ,   - , - ,03/18/2026 12:30:00,
2493,5335745123,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 600.00 , $ 400.00 ," $ 1,000.00 ",2025,TIMESHARE100723 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - ," $ 1,500.00 ",   - , - ,03/18/2026 12:30:00,
2494,5335745124,500-524 E ST SAN DIEGO CA 92101-6206,Timeshare Property,SAN DIEGO,92101,08195, $ 339.00 , $ 226.00 , $ 565.00 ,2025,TIMESHARE100724 EXCV USE MINI SUITE UNIT&UND INT LOT F BLK 44,Gaslamp Plaza Suites,   - , $ 100.00 ,   - , - ,03/18/2026 12:30:00,
